,database,question,sql
177,bike_1,"For each end station id, what is its name, latitude, and minimum duration for trips ended there?","SELECT T1.name ,  T1.lat ,  min(T2.duration) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.end_station_id GROUP BY T2.end_station_id"
178,bike_1,List all the distinct stations from which a trip of duration below 100 started.,SELECT DISTINCT start_station_name FROM trip WHERE duration  <  100
179,bike_1,What are all the different start station names for a trip that lasted less than 100?,SELECT DISTINCT start_station_name FROM trip WHERE duration  <  100
180,bike_1,Find the id for the trips that lasted at least as long as the average duration of trips in zip code 94103.,SELECT id FROM trip WHERE duration  >=  (SELECT avg(duration) FROM trip WHERE zip_code  =  94103)
181,bike_1,What are the ids of all trips that had a duration as long as the average trip duration in the zip code 94103?,SELECT id FROM trip WHERE duration  >=  (SELECT avg(duration) FROM trip WHERE zip_code  =  94103)
182,bike_1,What are the dates in which the mean sea level pressure was between 30.3 and 31?,SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31
183,bike_1,What are the dates that have an average sea level pressure between 30.3 and 31?,SELECT date FROM weather WHERE mean_sea_level_pressure_inches BETWEEN 30.3 AND 31
184,bike_1,Find the day in which the difference between the max temperature and min temperature was the smallest. Also report the difference.,"SELECT date ,  max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1"
185,bike_1,"What are the days that had the smallest temperature range, and what was that range?","SELECT date ,  max_temperature_f - min_temperature_f FROM weather ORDER BY max_temperature_f - min_temperature_f LIMIT 1"
186,bike_1,What are the id and name of the stations that have ever had more than 12 bikes available?,"SELECT DISTINCT T1.id ,  T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id WHERE T2.bikes_available  >  12"
187,bike_1,What are the different ids and names of the stations that have had more than 12 bikes available?,"SELECT DISTINCT T1.id ,  T1.name FROM station AS T1 JOIN status AS T2 ON T1.id  =  T2.station_id WHERE T2.bikes_available  >  12"
188,bike_1,How many trips started from Mountain View city and ended at Palo Alto city?,"SELECT count(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id  =  T2.start_station_id AND T2.id  =  T4.id AND T3.id  =  T4.end_station_id WHERE T1.city  =  ""Mountain View"" AND T3.city  =  ""Palo Alto"""
189,bike_1,How many trips stated from  a station in Mountain View and ended at one in Palo Alto?,"SELECT count(*) FROM station AS T1 JOIN trip AS T2 JOIN station AS T3 JOIN trip AS T4 ON T1.id  =  T2.start_station_id AND T2.id  =  T4.id AND T3.id  =  T4.end_station_id WHERE T1.city  =  ""Mountain View"" AND T3.city  =  ""Palo Alto"""
190,bike_1,What is the average latitude and longitude of the starting points of all trips?,"SELECT avg(T1.lat) ,  avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id"
191,bike_1,What is the average latitude and longitude of all starting stations for the trips?,"SELECT avg(T1.lat) ,  avg(T1.long) FROM station AS T1 JOIN trip AS T2 ON T1.id  =  T2.start_station_id"
192,book_2,How many books are there?,SELECT count(*) FROM book
193,book_2,List the writers of the books in ascending alphabetical order.,SELECT Writer FROM book ORDER BY Writer ASC
194,book_2,List the titles of the books in ascending order of issues.,SELECT Title FROM book ORDER BY Issues ASC
195,book_2,"What are the titles of the books whose writer is not ""Elaine Lee""?","SELECT Title FROM book WHERE Writer != ""Elaine Lee"""
196,book_2,What are the title and issues of the books?,"SELECT Title ,  Issues FROM book"
197,book_2,What are the dates of publications in descending order of price?,SELECT Publication_Date FROM publication ORDER BY Price DESC
198,book_2,What are the distinct publishers of publications with price higher than 5000000?,SELECT DISTINCT Publisher FROM publication WHERE Price  >  5000000
199,book_2,List the publisher of the publication with the highest price.,SELECT Publisher FROM publication ORDER BY Price DESC LIMIT 1
200,book_2,List the publication dates of publications with 3 lowest prices.,SELECT Publication_Date FROM publication ORDER BY Price ASC LIMIT 3
201,book_2,Show the title and publication dates of books.,"SELECT T1.Title ,  T2.Publication_Date FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID"
202,book_2,Show writers who have published a book with price more than 4000000.,SELECT T1.Writer FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID WHERE T2.Price  >  4000000
203,book_2,Show the titles of books in descending order of publication price.,SELECT T1.Title FROM book AS T1 JOIN publication AS T2 ON T1.Book_ID  =  T2.Book_ID ORDER BY T2.Price DESC
204,book_2,Show publishers that have more than one publication.,SELECT Publisher FROM publication GROUP BY Publisher HAVING COUNT(*)  >  1
205,book_2,Show different publishers together with the number of publications they have.,"SELECT Publisher ,  COUNT(*) FROM publication GROUP BY Publisher"
206,book_2,Please show the most common publication date.,SELECT Publication_Date FROM publication GROUP BY Publication_Date ORDER BY COUNT(*) DESC LIMIT 1
207,book_2,List the writers who have written more than one book.,SELECT Writer FROM book GROUP BY Writer HAVING COUNT(*)  >  1
208,book_2,List the titles of books that are not published.,SELECT Title FROM book WHERE Book_ID NOT IN (SELECT Book_ID FROM publication)
209,book_2,What is the number of distinct publication dates?,SELECT COUNT (DISTINCT Publication_Date) FROM publication
210,book_2,How many distinct publication dates are there in our record?,SELECT COUNT (DISTINCT Publication_Date) FROM publication
211,book_2,"Show the prices of publications whose publisher is either ""Person"" or ""Wiley""","SELECT Price FROM publication WHERE Publisher  =  ""Person"" OR Publisher  =  ""Wiley"""
212,musical,How many actors are there?,SELECT count(*) FROM actor
213,musical,Count the number of actors.,SELECT count(*) FROM actor
214,musical,List the name of actors in ascending alphabetical order.,SELECT Name FROM actor ORDER BY Name ASC
215,musical,"What are the names of actors, ordered alphabetically?",SELECT Name FROM actor ORDER BY Name ASC
216,musical,What are the characters and duration of actors?,"SELECT Character ,  Duration FROM actor"
217,musical,Return the characters and durations for each actor.,"SELECT Character ,  Duration FROM actor"
218,musical,List the name of actors whose age is not 20.,SELECT Name FROM actor WHERE Age != 20
219,musical,What are the names of actors who are not 20 years old?,SELECT Name FROM actor WHERE Age != 20
220,musical,What are the characters of actors in descending order of age?,SELECT Character FROM actor ORDER BY age DESC
221,musical,"Return the characters for actors, ordered by age descending.",SELECT Character FROM actor ORDER BY age DESC
222,musical,What is the duration of the oldest actor?,SELECT Duration FROM actor ORDER BY Age DESC LIMIT 1
223,musical,Return the duration of the actor with the greatest age.,SELECT Duration FROM actor ORDER BY Age DESC LIMIT 1
224,musical,"What are the names of musicals with nominee ""Bob Fosse""?","SELECT Name FROM musical WHERE Nominee  =  ""Bob Fosse"""
225,musical,Return the names of musicals who have the nominee Bob Fosse.,"SELECT Name FROM musical WHERE Nominee  =  ""Bob Fosse"""
226,musical,"What are the distinct nominees of the musicals with the award that is not ""Tony Award""?","SELECT DISTINCT Nominee FROM musical WHERE Award != ""Tony Award"""
227,musical,Return the different nominees of musicals that have an award that is not the Tony Award.,"SELECT DISTINCT Nominee FROM musical WHERE Award != ""Tony Award"""
228,musical,Show names of actors and names of musicals they are in.,"SELECT T1.Name ,  T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID"
229,musical,What are the names of actors and the musicals that they are in?,"SELECT T1.Name ,  T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID"
230,musical,"Show names of actors that have appeared in musical with name ""The Phantom of the Opera"".","SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID WHERE T2.Name  =  ""The Phantom of the Opera"""
231,musical,What are the names of actors who have been in the musical titled The Phantom of the Opera?,"SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID WHERE T2.Name  =  ""The Phantom of the Opera"""
232,musical,Show names of actors in descending order of the year their musical is awarded.,SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID ORDER BY T2.Year DESC
233,musical,What are the names of actors ordered descending by the year in which their musical was awarded?,SELECT T1.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID ORDER BY T2.Year DESC
234,musical,Show names of musicals and the number of actors who have appeared in the musicals.,"SELECT T2.Name ,  COUNT(*) FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID GROUP BY T1.Musical_ID"
235,musical,How many actors have appeared in each musical?,"SELECT T2.Name ,  COUNT(*) FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID GROUP BY T1.Musical_ID"
236,musical,Show names of musicals which have at least three actors.,SELECT T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID GROUP BY T1.Musical_ID HAVING COUNT(*)  >=  3
237,musical,What are the names of musicals who have at 3 or more actors?,SELECT T2.Name FROM actor AS T1 JOIN musical AS T2 ON T1.Musical_ID  =  T2.Musical_ID GROUP BY T1.Musical_ID HAVING COUNT(*)  >=  3
238,musical,Show different nominees and the number of musicals they have been nominated.,"SELECT Nominee ,  COUNT(*) FROM musical GROUP BY Nominee"
239,musical,How many musicals has each nominee been nominated for?,"SELECT Nominee ,  COUNT(*) FROM musical GROUP BY Nominee"
240,musical,Please show the nominee who has been nominated the greatest number of times.,SELECT Nominee FROM musical GROUP BY Nominee ORDER BY COUNT(*) DESC LIMIT 1
241,musical,Who is the nominee who has been nominated for the most musicals?,SELECT Nominee FROM musical GROUP BY Nominee ORDER BY COUNT(*) DESC LIMIT 1
242,musical,List the most common result of the musicals.,SELECT RESULT FROM musical GROUP BY RESULT ORDER BY COUNT(*) DESC LIMIT 1
243,musical,Return the most frequent result across all musicals.,SELECT RESULT FROM musical GROUP BY RESULT ORDER BY COUNT(*) DESC LIMIT 1
244,musical,List the nominees that have been nominated more than two musicals.,SELECT Nominee FROM musical GROUP BY Nominee HAVING COUNT(*)  >  2
245,musical,Who are the nominees who have been nominated more than two times?,SELECT Nominee FROM musical GROUP BY Nominee HAVING COUNT(*)  >  2
246,musical,List the name of musicals that do not have actors.,SELECT Name FROM musical WHERE Musical_ID NOT IN (SELECT Musical_ID FROM actor)
247,musical,What are the names of musicals who have no actors?,SELECT Name FROM musical WHERE Musical_ID NOT IN (SELECT Musical_ID FROM actor)
248,musical,"Show the musical nominee with award ""Bob Fosse"" or ""Cleavant Derricks"".","SELECT Nominee FROM musical WHERE Award  =  ""Tony Award"" OR Award  =  ""Cleavant Derricks"""
249,musical,Who are the nominees who were nominated for either of the Bob Fosse or Cleavant Derricks awards?,"SELECT Nominee FROM musical WHERE Award  =  ""Tony Award"" OR Award  =  ""Cleavant Derricks"""
